Planet Name,Planet Radius (Earth),Planet Mass (Earth),Orbital Distance (AU),Star Temperature (K),Habitability Label,Text Description
HD 23472 e,0.818,0.72,0.068,4684.0,0,"HD 23472 e is similar in size to Earth with a few times Earth's mass. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 0.82 Earth radii, a mass of 0.72 Earth masses, an orbital distance of 0.07 AU, and its star's effective temperature is 4684 K."
HD 23472 f,1.137,0.77,0.0906,4684.0,0,"HD 23472 f is similar in size to Earth with a few times Earth's mass. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 1.14 Earth radii, a mass of 0.77 Earth masses, an orbital distance of 0.09 AU, and its star's effective temperature is 4684 K."
HD 235088 b,2.07506422,4.2,0.071,5087.0,0,"HD 235088 b is a super-Earth or mini-Neptune with a few times Earth's mass. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 2.08 Earth radii, a mass of 4.20 Earth masses, an orbital distance of 0.07 AU, and its star's effective temperature is 5087 K."
HD 235088 b,1.982,4.15,0.0706,5075.0,0,"HD 235088 b is a super-Earth or mini-Neptune with a few times Earth's mass. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 1.98 Earth radii, a mass of 4.15 Earth masses, an orbital distance of 0.07 AU, and its star's effective temperature is 5075 K."
HD 25463 b,2.62,8.5,0.076,6220.0,0,"HD 25463 b is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 2.62 Earth radii, a mass of 8.50 Earth masses, an orbital distance of 0.08 AU, and its star's effective temperature is 6220 K."
HD 25463 b,2.54535814,8.7,0.076,6353.0,0,"HD 25463 b is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 2.55 Earth radii, a mass of 8.70 Earth masses, an orbital distance of 0.08 AU, and its star's effective temperature is 6353 K."
HD 25463 c,1.36354953,4.3,0.0443,6353.0,0,"HD 25463 c is similar in size to Earth with a few times Earth's mass. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 1.36 Earth radii, a mass of 4.30 Earth masses, an orbital distance of 0.04 AU, and its star's effective temperature is 6353 K."
HD 25463 c,1.5,4.1,0.0435,6220.0,0,"HD 25463 c is a super-Earth or mini-Neptune with a few times Earth's mass. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 1.50 Earth radii, a mass of 4.10 Earth masses, an orbital distance of 0.04 AU, and its star's effective temperature is 6220 K."
HD 260655 b,1.24,2.14,0.02933,3803.0,0,"HD 260655 b is similar in size to Earth with a few times Earth's mass. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 1.24 Earth radii, a mass of 2.14 Earth masses, an orbital distance of 0.03 AU, and its star's effective temperature is 3803 K."
HD 260655 c,1.533,3.09,0.04749,3803.0,0,"HD 260655 c is a super-Earth or mini-Neptune with a few times Earth's mass. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 1.53 Earth radii, a mass of 3.09 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 3803 K."
HD 2685 b,16.14096,371.8611,0.0568,6801.0,0,"HD 2685 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 16.14 Earth radii, a mass of 371.86 Earth masses, an orbital distance of 0.06 AU, and its star's effective temperature is 6801 K."
HD 28109 b,2.199,18.496,0.1357,6120.0,0,"HD 28109 b is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 2.20 Earth radii, a mass of 18.50 Earth masses, an orbital distance of 0.14 AU, and its star's effective temperature is 6120 K."
HD 28109 c,4.23,7.943,0.308,6120.0,0,"HD 28109 c is a Neptune-sized planet with significantly more massive than Earth. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 4.23 Earth radii, a mass of 7.94 Earth masses, an orbital distance of 0.31 AU, and its star's effective temperature is 6120 K."
HD 28109 d,3.25,5.681,0.411,6120.0,0,"HD 28109 d is a Neptune-sized planet with significantly more massive than Earth. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 3.25 Earth radii, a mass of 5.68 Earth masses, an orbital distance of 0.41 AU, and its star's effective temperature is 6120 K."
HD 3167 b,1.7,5.02,0.01815,5261.0,0,"HD 3167 b is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 1.70 Earth radii, a mass of 5.02 Earth masses, an orbital distance of 0.02 AU, and its star's effective temperature is 5261 K."
HD 3167 b,1.67,4.97,0.01796,5261.0,0,"HD 3167 b is a super-Earth or mini-Neptune with a few times Earth's mass. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 1.67 Earth radii, a mass of 4.97 Earth masses, an orbital distance of 0.02 AU, and its star's effective temperature is 5261 K."
HD 3167 b,1.627,4.73,0.01802,5300.0,0,"HD 3167 b is a super-Earth or mini-Neptune with a few times Earth's mass. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 1.63 Earth radii, a mass of 4.73 Earth masses, an orbital distance of 0.02 AU, and its star's effective temperature is 5300 K."
HD 3167 b,1.574,5.69,0.01752,5286.0,0,"HD 3167 b is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 1.57 Earth radii, a mass of 5.69 Earth masses, an orbital distance of 0.02 AU, and its star's effective temperature is 5286 K."
HD 3167 c,3.0,11.13,0.1776,5261.0,0,"HD 3167 c is a Neptune-sized planet with significantly more massive than Earth. It orbits in a close-in orbit around its star around a relatively cool, Sun-like star. Numerically, it has a radius of 3.00 Earth radii, a mass of 11.13 Earth masses, an orbital distance of 0.18 AU, and its star's effective temperature is 5261 K."
HD 3167 c,2.923,10.67,0.1783,5300.0,0,"HD 3167 c is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits in a close-in orbit around its star around a relatively cool, Sun-like star. Numerically, it has a radius of 2.92 Earth radii, a mass of 10.67 Earth masses, an orbital distance of 0.18 AU, and its star's effective temperature is 5300 K."
HD 3167 c,2.74,8.33,0.1806,5286.0,0,"HD 3167 c is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits in a close-in orbit around its star around a relatively cool, Sun-like star. Numerically, it has a radius of 2.74 Earth radii, a mass of 8.33 Earth masses, an orbital distance of 0.18 AU, and its star's effective temperature is 5286 K."
HD 3167 c,3.01,9.8,0.1795,5261.0,0,"HD 3167 c is a Neptune-sized planet with significantly more massive than Earth. It orbits in a close-in orbit around its star around a relatively cool, Sun-like star. Numerically, it has a radius of 3.01 Earth radii, a mass of 9.80 Earth masses, an orbital distance of 0.18 AU, and its star's effective temperature is 5261 K."
HD 332231 b,9.07303305,74.1,0.145,6128.0,0,"HD 332231 b is a Neptune-sized planet with a very massive planet. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 9.07 Earth radii, a mass of 74.10 Earth masses, an orbital distance of 0.14 AU, and its star's effective temperature is 6128 K."
HD 332231 b,9.718203,77.55052,0.1436,6089.0,0,"HD 332231 b is a Neptune-sized planet with a very massive planet. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 9.72 Earth radii, a mass of 77.55 Earth masses, an orbital distance of 0.14 AU, and its star's effective temperature is 6089 K."
HD 35843 c,2.54,11.32,0.25,5666.0,0,"HD 35843 c is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 2.54 Earth radii, a mass of 11.32 Earth masses, an orbital distance of 0.25 AU, and its star's effective temperature is 5666 K."
HD 42813 b,3.41,9.1,0.111,5289.0,0,"HD 42813 b is a Neptune-sized planet with significantly more massive than Earth. It orbits in a close-in orbit around its star around a relatively cool, Sun-like star. Numerically, it has a radius of 3.41 Earth radii, a mass of 9.10 Earth masses, an orbital distance of 0.11 AU, and its star's effective temperature is 5289 K."
HD 42813 b,3.36,5.8,0.109,5240.0,0,"HD 42813 b is a Neptune-sized planet with significantly more massive than Earth. It orbits in a close-in orbit around its star around a relatively cool, Sun-like star. Numerically, it has a radius of 3.36 Earth radii, a mass of 5.80 Earth masses, an orbital distance of 0.11 AU, and its star's effective temperature is 5240 K."
HD 42813 b,3.42633318,5.9,0.11,5323.0,0,"HD 42813 b is a Neptune-sized planet with significantly more massive than Earth. It orbits in a close-in orbit around its star around a relatively cool, Sun-like star. Numerically, it has a radius of 3.43 Earth radii, a mass of 5.90 Earth masses, an orbital distance of 0.11 AU, and its star's effective temperature is 5323 K."
HD 42813 b,3.48,9.6,0.107,5289.0,0,"HD 42813 b is a Neptune-sized planet with significantly more massive than Earth. It orbits in a close-in orbit around its star around a relatively cool, Sun-like star. Numerically, it has a radius of 3.48 Earth radii, a mass of 9.60 Earth masses, an orbital distance of 0.11 AU, and its star's effective temperature is 5289 K."
HD 5278 b,2.45,7.8,0.1202,6203.0,0,"HD 5278 b is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 2.45 Earth radii, a mass of 7.80 Earth masses, an orbital distance of 0.12 AU, and its star's effective temperature is 6203 K."
HD 6061 b,2.42763557,10.0,0.06,5934.0,0,"HD 6061 b is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 2.43 Earth radii, a mass of 10.00 Earth masses, an orbital distance of 0.06 AU, and its star's effective temperature is 5934 K."
HD 6061 b,2.45,10.8,0.059,5920.0,0,"HD 6061 b is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 2.45 Earth radii, a mass of 10.80 Earth masses, an orbital distance of 0.06 AU, and its star's effective temperature is 5920 K."
HD 63433 b,2.16351593,37.3,0.072,5634.0,0,"HD 63433 b is a super-Earth or mini-Neptune with a very massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 2.16 Earth radii, a mass of 37.30 Earth masses, an orbital distance of 0.07 AU, and its star's effective temperature is 5634 K."
HD 63433 c,2.58229101,17.2,0.146,5634.0,0,"HD 63433 c is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 2.58 Earth radii, a mass of 17.20 Earth masses, an orbital distance of 0.15 AU, and its star's effective temperature is 5634 K."
HD 63454 b,12.31,126.0,0.0368,4840.0,0,"HD 63454 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 12.31 Earth radii, a mass of 126.00 Earth masses, an orbital distance of 0.04 AU, and its star's effective temperature is 4840 K."
HD 63935 b,2.91575244,10.5,0.083,5513.0,0,"HD 63935 b is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 2.92 Earth radii, a mass of 10.50 Earth masses, an orbital distance of 0.08 AU, and its star's effective temperature is 5513 K."
